customer id,gender,age,annual income(k$),score
18547,Male,32,47,61
16553,Male,25,47,47
13551,Male,60,56,32
19563,Female,24,25,25
13811,Male,65,56,30
11255,Male,44,74,61
16092,Female,45,74,61
15349,Male,45,74,61
15496,Female,56,56,32
16615,Male,63,56,30
14801,Male,64,56,30
19927,Female,41,74,61
12904,Male,23,113,27
15938,Female,69,64,30
16030,Female,18,50,50
15808,Male,65,56,30
18959,Female,65,56,30
16686,Male,35,47,61
18316,Male,31,47,61
16783,Female,41,74,61
11361,Male,57,56,32
13285,Male,26,47,43
18679,Female,33,47,61
12371,Male,40,74,61
11253,Male,51,56,32
18878,Male,36,74,61
11802,Male,20,126,27
17164,Male,40,74,61
12614,Male,52,56,32
12555,Male,37,74,61
15712,Male,63,56,30
17706,Male,45,74,61
11720,Female,66,64,30
12343,Male,34,47,61
14087,Male,65,56,30
16813,Male,30,47,99
12494,Male,55,56,32
19007,Male,34,47,61
11506,Male,18,93,93
19231,Male,38,74,61
11823,Male,35,47,61
15240,Male,70,64,30
16911,Female,38,74,61
12860,Male,29,47,65
13308,Female,35,47,61
12354,Female,43,74,61
19790,Male,43,74,61
14085,Male,45,74,61
15066,Male,42,74,61
11706,Male,47,56,32
11443,Male,27,47,30
16488,Male,58,56,32
16645,Female,68,64,30
14996,Male,40,74,61
14048,Female,22,42,42
16299,Female,40,74,61
15386,Female,33,47,61
12288,Male,19,99,99
14420,Male,29,47,48
19273,Male,30,47,18
13527,Male,30,47,63
11302,Female,45,74,61
13578,Female,30,47,30
17324,Female,60,56,32
16733,Male,70,64,30
19535,Male,49,56,32
12553,Male,32,47,61
14874,Male,48,56,32
16067,Female,64,56,30
18329,Female,67,64,30
11952,Male,50,56,32
17685,Male,49,56,32
18286,Male,40,74,61
18397,Male,44,74,61
19645,Female,52,56,32
17447,Female,58,56,32
12466,Male,50,56,32
17045,Female,18,93,93
11363,Female,35,47,61
18826,Male,67,64,30
15679,Male,39,74,61
10978,Female,30,47,50
13670,Female,52,56,32
16432,Male,36,74,61
14030,Male,23,97,97
12623,Male,50,56,32
13175,Male,65,56,30
10864,Male,41,74,61
16197,Male,47,56,32
12310,Male,56,56,32
15175,Male,30,47,17
19201,Female,39,74,61
16566,Female,36,74,61
17698,Male,69,64,30
19749,Female,23,113,27
18476,Female,59,56,32
15076,Male,44,74,61
11483,Female,57,56,32
12053,Female,41,74,61
18317,Female,56,56,32
15134,Female,19,74,74
12049,Female,20,137,27
18182,Male,67,64,30
11207,Male,41,74,61
18083,Male,22,99,99
16712,Female,33,47,61
14453,Male,39,74,61
16778,Male,44,74,61
17195,Male,66,64,30
16611,Male,22,86,86
11222,Male,58,56,32
12160,Male,34,47,61
12992,Male,45,74,61
14314,Female,35,47,61
11898,Male,34,47,61
16251,Male,39,74,61
13920,Male,25,47,47
18835,Male,47,56,32
13158,Female,24,77,77
17994,Female,44,74,61
17301,Male,23,120,27
11847,Male,32,47,61
11508,Male,29,47,99
15831,Male,50,56,32
14457,Female,64,56,30
13263,Female,25,120,27
10890,Male,41,74,61
16199,Male,57,56,32
12389,Female,23,19,19
13915,Female,69,64,30
13195,Male,41,74,61
11045,Male,28,47,70
19483,Male,70,64,30
12425,Male,20,48,48
16324,Female,18,65,65
12535,Male,22,76,76
18792,Male,49,56,32
19202,Female,20,47,47
16403,Male,23,37,37
13137,Female,38,74,61
14787,Male,30,47,24
15677,Male,52,56,32
11825,Male,30,47,34
18910,Male,37,74,61
17824,Male,35,47,61
11995,Male,43,74,61
14890,Male,36,74,61
19775,Male,66,64,30
15374,Male,33,47,61
19946,Female,33,47,61
15780,Male,26,47,27
13181,Male,49,56,32
11877,Male,23,60,60
11070,Female,32,47,61
18139,Male,49,56,32
15095,Male,39,74,61
13759,Male,49,56,32
15544,Male,45,74,61
15985,Female,34,47,61
11445,Male,70,64,30
17019,Male,46,56,32
14501,Male,34,47,61
11315,Male,34,47,61
13457,Male,28,47,34
13945,Female,44,74,61
13047,Female,32,47,61
13341,Male,46,56,32
14967,Male,35,47,61
19934,Male,47,56,32
17602,Male,68,64,30
18157,Male,56,56,32
11926,Female,48,56,32
18140,Male,33,47,61
12071,Female,38,74,61
13719,Male,39,74,61
14969,Male,26,47,97
15628,Male,52,56,32
18518,Male,47,56,32
15345,Female,55,56,32
17871,Female,23,50,50
15987,Male,39,74,61
18043,Male,27,47,87
12617,Male,56,56,32
16648,Male,64,56,30
12633,Male,49,56,32
12771,Female,19,38,38
13174,Male,36,74,61
19826,Male,30,47,65
16078,Female,33,47,61
17879,Female,63,56,30
12121,Male,24,64,64
18851,Male,34,47,61
17115,Male,55,56,32
14290,Male,60,56,32
14089,Male,42,74,61
16401,Female,42,74,61
18217,Male,59,56,32
19440,Male,54,56,32
18898,Female,28,47,97
13183,Female,31,47,61
15238,Female,23,18,18
16529,Male,53,56,32
17808,Male,27,47,98
17702,Male,52,56,32
16547,Male,43,74,61
15972,Male,52,56,32
12401,Male,31,47,61
11422,Female,35,47,61
16988,Female,64,56,30
18935,Male,50,56,32
19664,Male,26,47,61
16612,Male,39,74,61
18467,Male,56,56,32
16725,Male,54,56,32
12924,Male,24,97,97
13981,Female,68,64,30
13454,Male,39,74,61
12710,Female,34,47,61
17257,Male,67,64,30
12348,Male,40,74,61
11026,Male,55,56,32
17778,Male,32,47,61
19796,Male,26,47,57
18865,Male,38,74,61
13992,Male,50,56,32
19431,Male,41,74,61
19419,Male,43,74,61
13699,Female,63,56,30
13160,Male,69,64,30
19008,Male,39,74,61
19318,Female,53,56,32
17523,Male,53,56,32
11359,Male,33,47,61
12393,Male,48,56,32
15741,Male,44,74,61
19211,Male,19,34,34
14233,Male,31,47,61
14519,Male,67,64,30
18934,Male,31,47,61
19311,Female,49,56,32
13677,Male,50,56,32
11679,Male,55,56,32
17111,Male,18,70,70
10961,Male,64,56,30
13146,Male,32,47,61
13300,Male,54,56,32
14037,Male,23,17,17
18618,Male,20,15,15
16196,Male,50,56,32
15641,Male,44,74,61
19339,Male,32,47,61
15091,Female,63,56,30
14341,Male,42,74,61
15117,Male,43,74,61
15483,Male,64,56,30
11332,Female,38,74,61
11954,Male,37,74,61
15083,Male,64,56,30
12665,Male,29,47,63
17635,Male,44,74,61
17621,Female,36,74,61
13555,Female,67,64,30
16807,Male,33,47,61
16332,Female,44,74,61
12318,Female,21,42,42
14043,Female,68,64,30
15852,Male,66,64,30
11681,Male,47,56,32
12990,Male,24,99,99
16777,Male,53,56,32
11726,Male,31,47,61
10789,Male,43,74,61
18408,Male,45,74,61
18463,Male,52,56,32
11990,Male,65,56,30
15167,Male,31,47,61
17223,Male,57,56,32
11077,Male,66,64,30
11034,Male,52,56,32
14961,Male,30,47,28
19662,Female,34,47,61
16552,Male,43,74,61
17686,Male,64,56,30
14955,Male,32,47,61
11884,Male,47,56,32
15086,Male,68,64,30
14293,Male,26,47,85
15561,Male,28,47,61
17906,Male,68,64,30
10974,Male,45,74,61
18844,Male,63,56,30
11927,Male,65,56,30
17939,Male,70,64,30
10963,Female,64,56,30
18008,Male,52,56,32
12863,Male,40,74,61
11367,Male,46,56,32
15368,Male,46,56,32
11187,Female,44,74,61
13547,Female,21,47,47
19707,Male,33,47,61
13888,Male,48,56,32
12163,Male,40,74,61
14459,Male,37,74,61
18596,Male,60,56,32
14640,Male,43,74,61
12146,Male,57,56,32
19988,Male,52,56,32
18673,Male,68,64,30
13852,Female,63,56,30
11556,Male,67,64,30
15100,Male,50,56,32
12385,Female,47,56,32
18906,Male,45,74,61
14090,Male,29,47,17
13397,Male,49,56,32
17908,Male,26,47,27
12536,Male,37,74,61
14610,Male,64,56,30
16482,Male,42,74,61
19665,Female,37,74,61
10857,Male,64,56,30
11879,Female,36,74,61
14612,Male,21,120,27
13264,Male,63,56,30
17708,Male,30,47,86
16975,Female,57,56,32
12479,Male,65,56,30
12676,Male,30,47,70
11644,Male,34,47,61
12760,Male,68,64,30
18117,Male,27,47,61
12384,Male,35,47,61
12041,Female,57,56,32
18014,Female,47,56,32
17246,Female,32,47,61
11423,Male,51,56,32
15079,Male,45,74,61
13120,Female,48,56,32
15670,Male,64,56,30
14504,Male,59,56,32
12375,Male,57,56,32
16803,Female,41,74,61
15001,Female,59,56,32
12379,Male,39,74,61
14717,Male,66,64,30
16201,Male,60,56,32
14590,Male,57,56,32
19792,Male,20,85,85
14921,Male,65,56,30
17266,Female,43,74,61
18818,Male,51,56,32
11033,Female,28,47,27
19399,Female,44,74,61
15407,Female,20,42,42
15654,Male,43,74,61
16861,Female,56,56,32
16242,Female,51,56,32
15346,Male,19,76,76
17470,Female,66,64,30
17410,Male,20,69,69
16238,Male,44,74,61
18267,Female,64,56,30
11298,Female,66,64,30
16336,Male,66,64,30
16028,Male,27,47,39
19835,Male,66,64,30
18184,Female,56,56,32
15763,Male,64,56,30
14470,Male,33,47,61
19636,Female,46,56,32
11787,Male,40,74,61
15319,Male,38,74,61
18650,Male,34,47,61
18386,Female,57,56,32
19912,Female,63,56,30
17494,Male,26,47,27
15056,Female,28,47,50
18159,Male,46,56,32
17862,Male,65,56,30
13512,Male,68,64,30
17335,Male,36,74,61
13185,Female,70,64,30
18587,Male,40,74,61
16095,Male,42,74,61
14776,Female,50,56,32
12390,Male,27,47,54
13277,Female,38,74,61
18300,Male,36,74,61
11821,Male,67,64,30
16036,Female,33,47,61
14788,Male,55,56,32
19362,Male,64,56,30
16133,Female,19,76,76
12968,Female,57,56,32
14629,Male,35,47,61
18913,Female,19,88,88
16926,Male,27,47,69
17526,Male,36,74,61
12670,Female,22,70,70
18362,Female,41,74,61
14953,Male,35,47,61
15823,Male,68,64,30
18962,Male,28,47,67
15110,Female,52,56,32
15836,Male,38,74,61
18867,Female,67,64,30
14899,Female,41,74,61
17576,Male,34,47,61
18058,Male,46,56,32
18181,Female,68,64,30
15165,Male,39,74,61
15497,Female,36,74,61
12692,Male,53,56,32
19748,Male,47,56,32
13777,Female,33,47,61
11000,Male,29,47,71
18579,Male,27,47,99
15543,Female,25,49,49
13169,Male,27,47,18
19652,Male,39,74,61
18688,Male,32,47,61
11337,Male,25,49,49
14320,Male,48,56,32
13443,Female,41,74,61
10837,Male,43,74,61
16597,Male,57,56,32
14910,Male,22,28,28
12275,Male,31,47,61
17311,Male,38,74,61
17896,Male,31,47,61
13937,Male,19,78,78
12885,Male,48,56,32
18444,Male,49,56,32
13669,Male,60,56,32
16527,Female,53,56,32
14882,Male,44,74,61
19619,Male,40,74,61
10853,Male,65,56,30
17638,Female,31,47,61
13721,Male,47,56,32
17437,Male,32,47,61
19628,Male,63,56,30
11122,Male,32,47,61
11149,Female,32,47,61
16928,Male,57,56,32
16138,Female,57,56,32
16471,Male,45,74,61
13333,Female,23,33,33
15283,Male,37,74,61
17775,Male,24,85,85
18125,Male,60,56,32
10904,Male,60,56,32
19268,Male,18,81,81
17405,Male,24,18,18
11854,Male,45,74,61
13452,Male,34,47,61
14756,Male,59,56,32
13084,Female,70,64,30
19216,Male,43,74,61
16792,Female,63,56,30
12104,Male,44,74,61
16384,Female,54,56,32
13518,Male,50,56,32
19695,Male,26,47,64
15995,Male,33,47,61
11481,Male,41,74,61
14315,Male,56,56,32
13070,Male,50,56,32
12851,Female,66,64,30
18001,Male,31,47,61
15062,Male,70,64,30
14896,Female,68,64,30
10905,Male,38,74,61
11482,Female,67,64,30
11987,Male,46,56,32
11176,Male,28,47,18
11308,Male,25,99,99
16848,Male,51,56,32
17553,Female,66,64,30
18040,Female,48,56,32
15376,Male,56,56,32
18173,Male,48,56,32
18430,Male,56,56,32
13048,Female,65,56,30
17662,Male,25,98,98
13836,Male,65,56,30
19363,Male,57,56,32
16592,Male,55,56,32
13177,Male,28,47,81
15664,Female,50,56,32
11775,Male,28,47,99
19685,Male,23,101,27
13623,Female,24,29,29
11329,Male,33,47,61
13714,Female,21,69,69
14854,Female,34,47,61
12365,Male,43,74,61
15855,Male,18,86,86
14919,Male,22,17,17
17104,Male,36,74,61
14399,Male,58,56,32
17731,Male,31,47,61
12979,Male,35,47,61
11517,Male,40,74,61
15926,Male,43,74,61
16948,Female,33,47,61
13059,Female,37,74,61
16214,Male,65,56,30
15439,Male,51,56,32
18914,Male,68,64,30
16444,Male,39,74,61
11691,Male,44,74,61
19069,Female,64,56,30
18148,Female,45,74,61
18192,Male,66,64,30
13904,Male,69,64,30
18537,Male,52,56,32
18202,Male,46,56,32
12675,Male,32,47,61
18975,Male,58,56,32
16509,Male,40,74,61
16697,Male,41,74,61
13377,Male,29,47,37
11018,Female,23,25,25
15532,Male,55,56,32
19185,Male,64,56,30
17206,Male,47,56,32
19479,Male,57,56,32
16656,Male,34,47,61
12839,Male,47,56,32
18861,Male,66,64,30
18201,Female,32,47,61
16539,Male,69,64,30
14014,Female,31,47,61
17435,Female,23,34,34
10790,Male,58,56,32
17512,Male,21,42,42
15440,Female,67,64,30
15296,Male,65,56,30
12055,Male,52,56,32
19210,Male,49,56,32
13171,Male,26,47,85
15794,Female,63,56,30
14771,Female,59,56,32
14172,Male,55,56,32
15264,Male,55,56,32
18189,Male,34,47,61
18524,Female,34,47,61
13687,Male,38,74,61
12081,Male,34,47,61
14372,Female,54,56,32
15953,Female,24,62,62
15711,Female,34,47,61
16417,Male,34,47,61
15722,Female,33,47,61
18011,Female,47,56,32
11213,Male,31,47,61
15553,Male,57,56,32
10896,Male,26,47,23
16851,Female,54,56,32
11638,Male,27,47,38
11918,Male,69,64,30
10955,Male,54,56,32
18648,Male,39,74,61
19869,Male,51,56,32
17659,Male,29,47,23
18530,Male,59,56,32
14355,Female,33,47,61
15357,Male,18,88,88
16724,Female,52,56,32
17990,Male,51,56,32
19251,Female,65,56,30
13147,Female,68,64,30
17048,Male,22,34,34
15947,Male,57,56,32
18591,Male,29,47,27
16074,Male,66,64,30
14125,Male,36,74,61
18841,Male,39,74,61
13168,Male,19,58,58
16956,Female,65,56,30
14390,Female,21,67,67
18795,Male,53,56,32
13126,Male,20,97,97
17832,Male,32,47,61
10822,Female,23,85,85
18383,Male,55,56,32
15190,Male,33,47,61
19604,Male,39,74,61
13536,Female,65,56,30
10833,Male,43,74,61
19414,Male,53,56,32
11036,Male,41,74,61
13704,Male,50,56,32
18636,Female,21,30,30
18370,Male,25,71,71
14011,Male,67,64,30
19556,Female,47,56,32
19673,Male,68,64,30
19686,Male,53,56,32
18335,Male,64,56,30
17678,Male,27,47,57
11415,Male,27,47,44
15932,Male,68,64,30
11531,Female,40,74,61
13961,Female,29,47,85
14395,Male,21,137,27
12824,Male,69,64,30
14903,Male,57,56,32
14688,Male,56,56,32
17315,Male,49,56,32
14305,Male,30,47,18
15517,Male,67,64,30
15208,Male,65,56,30
19923,Female,32,47,61
11217,Male,68,64,30
18619,Female,53,56,32
12459,Female,54,56,32
15371,Male,20,18,18
15003,Male,47,56,32
18199,Female,25,85,85
19868,Male,59,56,32
15683,Male,70,64,30
15775,Male,52,56,32
18457,Male,48,56,32
16445,Male,46,56,32
16039,Male,33,47,61
12176,Male,65,56,30
14256,Female,34,47,61
19534,Male,19,87,87
16153,Male,47,56,32
14187,Male,46,56,32
13061,Female,48,56,32
15717,Male,37,74,61
16072,Male,19,48,48
14396,Male,24,44,44
15495,Male,30,47,65
13256,Male,36,74,61
10894,Male,39,74,61
15734,Male,38,74,61
13388,Male,35,47,61
14632,Male,23,70,70
12776,Male,42,74,61
18816,Female,31,47,61
11955,Male,64,56,30
15245,Male,58,56,32
15112,Male,58,56,32
16534,Male,50,56,32
14208,Male,37,74,61
14273,Male,53,56,32
12883,Female,43,74,61
19325,Male,29,47,39
14184,Male,27,47,37
15098,Male,70,64,30
16077,Male,27,47,99
18471,Male,29,47,27
17337,Female,39,74,61
17424,Male,55,56,32
18205,Male,18,48,48
12334,Female,49,56,32
13162,Female,47,56,32
12605,Male,25,29,29
19975,Male,38,74,61
16854,Male,63,56,30
19138,Male,21,16,16
11471,Male,27,47,19
12273,Male,42,74,61
15663,Male,40,74,61
18283,Male,46,56,32
14817,Male,53,56,32
14991,Male,52,56,32
15564,Male,23,58,58
18926,Male,53,56,32
18342,Male,26,47,46
11232,Male,64,56,30
17014,Female,45,74,61
10970,Male,63,56,30
10823,Male,49,56,32
14828,Female,69,64,30
19527,Male,59,56,32
15059,Male,44,74,61
11239,Male,36,74,61
13472,Female,50,56,32
18016,Male,48,56,32
16872,Male,30,47,57
16309,Female,56,56,32
18698,Male,22,34,34
11426,Female,48,56,32
12908,Male,65,56,30
16229,Male,32,47,61
15918,Female,32,47,61
12500,Male,21,47,47
13200,Male,41,74,61
15639,Male,54,56,32
19115,Male,44,74,61
13202,Female,26,47,27
12770,Male,31,47,61
12725,Female,54,56,32
18334,Female,52,56,32
18598,Female,27,47,50
13100,Male,38,74,61
11064,Male,69,64,30
11761,Male,51,56,32
11573,Female,67,64,30
12531,Female,50,56,32
16671,Male,35,47,61
12886,Male,66,64,30
17548,Female,40,74,61
12724,Male,46,56,32
17761,Male,38,74,61
14682,Male,18,25,25
12520,Male,66,64,30
17671,Male,64,56,30
14082,Male,20,113,27
14072,Male,32,47,61
14979,Male,54,56,32
12045,Male,45,74,61
11934,Male,23,71,71
11809,Female,48,56,32
13461,Female,60,56,32
18062,Male,44,74,61
19752,Male,23,69,69
15762,Female,54,56,32
18171,Male,66,64,30
14022,Male,54,56,32
15777,Male,54,56,32
18299,Male,19,61,61
15118,Male,33,47,61
14654,Male,30,47,58
12158,Male,18,50,50
12245,Male,36,74,61
18356,Male,21,81,81
14712,Male,53,56,32
11414,Male,65,56,30
15282,Female,29,47,27
18717,Male,68,64,30
14878,Male,58,56,32
11030,Male,31,47,61
14665,Male,65,56,30
17904,Female,66,64,30
17172,Female,70,64,30
12450,Male,33,47,61
13357,Female,38,74,61
18091,Male,54,56,32
19622,Male,22,79,79
17719,Male,47,56,32
18146,Female,55,56,32
14741,Female,34,47,61
12363,Male,56,56,32
19462,Male,64,56,30
10977,Male,58,56,32
18582,Male,42,74,61
10830,Male,46,56,32
19852,Male,19,79,79
11279,Male,34,47,61
13554,Male,51,56,32
11746,Male,35,47,61
12507,Female,27,47,21
19332,Male,69,64,30
15643,Male,47,56,32
16390,Male,51,56,32
17527,Male,34,47,61
14126,Male,20,120,27
14210,Male,18,38,38
11102,Male,69,64,30
15299,Female,69,64,30
18569,Male,24,48,48
11065,Male,41,74,61
19401,Male,30,47,47
17428,Male,55,56,32
17023,Male,23,33,33
17569,Male,30,47,34
10972,Female,65,56,30
14715,Male,63,56,30
12827,Male,25,74,74
19609,Male,30,47,86
16613,Male,43,74,61
11721,Female,31,47,61
18964,Female,42,74,61
17572,Male,37,74,61
13557,Male,66,64,30
12994,Male,60,56,32
16689,Female,39,74,61
17268,Female,60,56,32
14920,Male,42,74,61
18553,Male,42,74,61
16964,Male,67,64,30
13659,Female,55,56,32
12265,Male,67,64,30
16549,Male,67,64,30
12663,Male,67,64,30
11660,Male,42,74,61
19782,Male,68,64,30
16640,Male,39,74,61
14704,Male,35,47,61
14864,Male,60,56,32
10981,Male,54,56,32
15161,Male,31,47,61
11866,Female,56,56,32
15826,Male,49,56,32
15408,Female,24,29,29
13571,Male,22,54,54
16593,Male,19,29,29
15842,Female,40,74,61
15241,Male,40,74,61
16715,Male,35,47,61
18149,Female,32,47,61
19347,Male,36,74,61
16223,Male,64,56,30
13947,Male,20,64,64
13081,Male,22,23,23
12516,Male,37,74,61
14440,Male,32,47,61
18213,Male,41,74,61
18005,Male,49,56,32
11108,Male,54,56,32
16296,Female,53,56,32
12189,Female,33,47,61
11564,Male,58,56,32
16466,Female,63,56,30
18312,Male,25,16,16
18692,Male,48,56,32
11576,Male,38,74,61
14231,Male,58,56,32
17924,Female,34,47,61
19506,Male,41,74,61
12708,Male,69,64,30
18773,Male,35,47,61
12749,Male,26,47,47
18748,Male,29,47,61
15226,Male,66,64,30
14711,Female,65,56,30
14383,Male,36,74,61
19838,Male,30,47,15
12069,Female,37,74,61
16869,Female,67,64,30
17129,Male,68,64,30
14491,Male,55,56,32
16477,Female,25,78,78
11734,Female,70,64,30
18738,Male,49,56,32
12179,Male,49,56,32
13355,Female,39,74,61
11226,Male,49,56,32
15868,Male,36,74,61
15072,Male,32,47,61
12256,Female,45,74,61
13988,Male,22,71,71
12969,Male,42,74,61
17928,Male,70,64,30
16048,Male,59,56,32
19288,Male,56,56,32
13872,Male,34,47,61
14298,Female,67,64,30
18141,Male,60,56,32
17031,Male,58,56,32
12281,Female,56,56,32
18136,Male,41,74,61
14004,Male,56,56,32
19538,Male,59,56,32
14411,Male,64,56,30
11792,Male,49,56,32
14349,Male,45,74,61
17317,Male,27,47,70
13793,Female,21,126,27
11777,Male,44,74,61
12057,Male,42,74,61
15506,Female,31,47,61
